# EEG Data (Samples × Channels × Bands)
# Channels: Fp1,Fp2,F3,F4...
# Bands: Delta,Theta,Alpha,Beta,Gamma
# Format: [Fp1_Delta, Fp1_Theta, ..., Fp2_Delta, ...]
1.955117	2.685455	-0.887769	-0.231527	-0.169720	1.528106	3.367839	-0.153513	0.633992	0.536693	1.014675	0.778930	-1.031906	-0.214912	-0.174068	2.443649	1.999770	-0.395312	-0.071884	0.159985	0.492189	-0.179800	-0.959842	-0.912254	-0.128780	1.368942	0.731489	-0.946878	-0.763446	0.131562	1.266948	-0.377030	-0.938993	-0.402520	-0.227870	0.203029	0.136070	-0.853867	-0.818267	-0.192372	0.299134	-0.346780	-0.841427	-0.805908	-0.281068	0.283965	0.149016	-0.800286	-0.432161	0.348466	0.053531	0.428216	-0.795230	-0.611516	-0.237551	0.130801	-0.117843	-0.869797	-0.867168	0.045384	0.244465	0.230065	-0.882910	-0.404560	0.070229	0.120132	0.310357	-0.870249	-0.456618	-0.000222	-0.070620	0.096357	-0.977642	-0.643645	0.006443	-0.110752	0.207841	-0.978900	-0.499290	-0.112814	-0.093090	0.069003	-0.912210	-0.262332	0.140244
-0.100444	0.306125	-0.598626	-0.073826	-0.110546	0.375010	0.876852	-0.098027	0.862661	0.848950	-0.013368	-0.194826	-0.838640	-0.122742	-0.140347	-0.103776	0.194548	-0.291293	0.168443	0.275921	0.366949	-0.445302	-0.980124	0.564772	0.274859	-0.376620	-0.365438	-0.960655	-0.293588	1.415293	0.357316	-0.595692	-0.992717	0.004224	0.125755	0.013402	0.205386	-0.960120	0.595868	0.315107	0.692096	-0.525521	-0.851659	0.075893	0.792939	0.632872	-0.405851	-0.796703	0.076245	1.003664	0.357218	-0.247565	-0.834805	-0.449208	0.088686	0.439567	-0.438951	-0.865280	0.003540	0.903026	0.403388	-0.328132	-0.884860	-0.278154	0.600656	0.120374	-0.469049	-0.874942	-0.735252	0.345253	-0.056299	-0.281540	-0.966895	1.171567	1.847108	-0.103730	-0.337206	-1.015946	-0.128392	0.627436	-0.082666	-0.316023	-0.984100	-0.435010	0.678547
-0.583027	-0.233039	-0.925454	-0.007575	0.055883	-0.666848	0.402530	-0.563771	1.943045	1.450072	-0.717446	-0.310539	-0.775440	0.277088	0.196235	-0.572868	0.020693	-0.793910	0.751986	0.914042	-0.791265	-0.878106	-1.069025	1.014301	2.122885	-0.246460	-0.247177	-1.164779	0.345705	3.967703	-0.646725	-0.612294	-0.953102	-0.884526	0.086238	-0.039985	0.069688	-1.028110	-0.723264	0.453044	-0.713500	-0.918346	-0.920438	-1.378142	1.573394	-0.652840	-0.739765	-0.888126	-1.114417	2.429382	-0.467274	-0.699665	-0.905199	-0.764597	1.135822	-0.759936	-0.783416	-0.965646	-1.211656	2.055826	-0.770326	-0.722787	-1.018377	-1.003599	2.452524	-0.582177	-0.687764	-0.977846	-0.842032	1.941706	-0.155727	-0.590640	-1.092730	0.079063	3.119289	-0.217404	-0.619100	-1.124360	-0.282308	2.405610	-0.231375	-0.446430	-1.089521	-0.248237	4.065578
0.232559	0.364355	-0.536874	-0.089458	0.108773	-0.005512	-0.162430	0.047691	1.693684	1.118180	0.350190	-0.159332	-0.431688	0.083882	0.075880	-0.301070	-0.515175	-0.097205	0.953906	0.879622	0.055738	-0.333028	-0.718477	4.541064	4.962037	-0.003741	-0.495794	-0.769387	1.812275	5.761823	-0.141612	-0.139678	-0.779859	0.822597	0.298104	-0.225287	-0.141925	-0.535176	1.493006	1.037618	-0.264170	-0.143371	-0.871743	0.150014	1.830751	-0.013315	0.238720	-0.867525	-0.253785	1.425984	-0.228680	0.079316	-0.818237	-0.209026	1.630114	-0.164738	-0.209493	-0.872994	-0.426178	2.113853	0.163955	-0.186895	-0.907262	-0.552587	2.558430	-0.180840	-0.335934	-0.898547	-0.627361	3.160292	-0.093502	-0.297229	-0.795969	0.822250	4.411704	-0.140109	-0.322254	-0.828596	0.122105	2.816249	-0.129316	-0.302161	-0.885008	-0.192256	5.492948
-0.515266	-0.197376	-1.043468	-0.253160	-0.239962	-0.548519	-0.116139	-0.835227	0.722092	0.569237	-0.531686	-0.012922	-0.902484	-0.222199	-0.152965	0.240861	-0.057290	-0.548656	0.318811	0.532461	-0.436279	0.049517	-1.013409	-1.037019	0.380270	0.052018	-0.205034	-1.012681	-0.469993	2.429078	-0.474046	-0.375368	-1.008626	-1.450313	0.142373	0.381968	0.336905	-0.965715	-1.123550	0.507049	-0.362460	-0.118201	-0.920213	-1.459383	0.359360	-0.085082	0.118885	-0.899180	-1.157081	0.210975	-0.056593	-0.062377	-0.945000	-0.992399	0.416251	-0.410866	-0.039797	-0.946651	-1.300120	0.540116	-0.273759	0.067582	-0.997247	-1.018037	0.259111	-0.290618	-0.317153	-0.972238	-0.976942	0.715072	-0.130623	0.077907	-1.065791	-0.294279	0.862360	-0.175509	-0.034723	-1.059912	-0.267236	0.508698	-0.170807	-0.149490	-1.039446	-0.413409	1.153414
0.674282	-0.310448	-0.636504	-0.283735	-0.252013	1.893697	0.738136	-0.685528	0.685172	0.344686	0.940088	-0.504854	-0.772810	-0.183314	-0.152253	1.097818	-0.078427	-0.793029	0.430222	0.482384	1.534374	-0.555849	-0.768582	-0.121016	0.410044	0.269445	-0.308820	-0.911633	0.151272	1.331020	1.300649	-0.145772	-0.700110	-0.989884	0.111769	0.127365	-0.339259	-0.655307	-0.518801	0.343753	2.106925	-0.496991	-0.726290	-0.866544	0.239880	1.753901	-0.518376	-0.674116	-0.545616	0.576605	0.848340	-0.460588	-0.602182	-0.229088	0.386830	2.163294	-0.641560	-0.711973	-0.571545	0.438947	1.888957	-0.578733	-0.669910	0.005569	0.641179	0.861582	-0.644274	-0.608037	-0.171429	0.759525	0.037417	-0.458773	-0.735006	0.343820	0.611240	0.043032	-0.529373	-0.751136	0.065722	0.489223	0.031623	-0.447238	-0.690424	0.286782	1.431949
0.596718	0.395221	-0.756198	-0.130726	-0.108676	0.769872	0.910274	-0.380023	1.146996	0.789282	0.412606	-0.068255	-0.807135	-0.072517	-0.072381	0.750431	0.225058	-0.477596	0.418850	0.553624	0.349154	-0.367128	-0.920435	0.602067	1.168892	0.189969	-0.220816	-0.945313	0.101324	2.266585	0.424441	-0.365396	-0.869171	-0.319450	0.068744	0.076350	-0.066170	-0.835864	-0.027907	0.324113	0.441342	-0.415028	-0.835236	-0.572852	0.679105	0.458743	-0.190419	-0.817751	-0.482279	0.867474	0.111196	-0.211956	-0.814530	-0.463912	0.459400	0.359985	-0.369952	-0.847963	-0.632096	0.877720	0.404092	-0.274965	-0.890617	-0.516594	0.936160	0.083265	-0.390063	-0.855027	-0.574283	0.960154	-0.067152	-0.254820	-0.935720	0.135360	1.554383	-0.106082	-0.302526	-0.958090	-0.243666	0.954844	-0.097509	-0.286580	-0.912413	-0.231080	1.861457
0.613367	0.309656	-0.745527	-0.096710	-0.082704	0.976910	0.583244	-0.454295	1.179273	0.901032	0.616392	-0.006120	-0.743552	-0.020662	-0.034402	0.702334	-0.044685	-0.517828	0.474698	0.635505	0.591617	-0.340341	-0.921591	1.163187	1.679297	-0.001963	-0.353239	-0.952499	0.318626	2.776224	0.665793	-0.339645	-0.867307	-0.325734	0.159852	0.086640	-0.021313	-0.846526	-0.043238	0.411027	0.805504	-0.416568	-0.840816	-0.458437	0.926118	0.690370	-0.247890	-0.822618	-0.409039	1.002487	0.250010	-0.307514	-0.820007	-0.417122	0.622623	0.717625	-0.422792	-0.853729	-0.471451	1.074753	0.661670	-0.350835	-0.899847	-0.413014	1.143586	0.217823	-0.486224	-0.856677	-0.537383	1.212058	-0.047218	-0.304879	-0.942062	0.295649	2.034580	-0.081129	-0.382156	-0.966787	-0.123100	1.197308	-0.067838	-0.343617	-0.924016	-0.165297	2.277964
0.791718	0.362298	-0.805238	-0.125051	-0.096094	0.874566	0.616663	-0.516159	1.124885	0.836323	0.711914	0.019727	-0.755332	-0.024015	-0.030437	0.674019	-0.017057	-0.551658	0.493659	0.647130	0.599356	-0.294116	-0.895326	1.526845	2.163676	0.068171	-0.314553	-0.960164	0.343329	2.802170	0.542794	-0.330331	-0.846102	-0.428364	0.161745	0.100936	-0.089308	-0.849946	-0.163029	0.403118	0.639419	-0.429205	-0.844997	-0.503867	1.201569	0.566540	-0.252339	-0.830164	-0.448833	1.228437	0.160412	-0.337158	-0.823628	-0.380967	0.713434	0.633845	-0.454527	-0.860517	-0.352667	1.648411	0.582873	-0.378214	-0.910554	-0.290249	1.621823	0.171847	-0.513654	-0.862914	-0.501463	1.438161	-0.054266	-0.306156	-0.894868	1.722764	3.430798	-0.088691	-0.399770	-0.960672	0.326301	1.670328	-0.079960	-0.356339	-0.924949	-0.037776	2.942397
0.918633	0.370816	-0.804009	-0.125791	-0.114493	1.171007	0.700225	-0.532256	1.081775	0.763232	0.918560	-0.000956	-0.774928	-0.053861	-0.059449	0.853961	-0.032021	-0.580065	0.547734	0.629428	0.842723	-0.234034	-0.880069	1.736197	2.375623	0.080131	-0.361233	-0.956288	0.417946	2.619783	0.658722	-0.224050	-0.842698	-0.370723	0.179729	0.177721	-0.193160	-0.839734	-0.054751	0.360571	0.880402	-0.342226	-0.843733	-0.432682	1.028432	0.824910	-0.205317	-0.828473	-0.389614	0.954263	0.356397	-0.325688	-0.824054	-0.341114	0.556558	0.908240	-0.409867	-0.857884	-0.327350	1.445900	0.858790	-0.347369	-0.904572	-0.282280	1.318380	0.376806	-0.499629	-0.859434	-0.505300	1.186755	-0.034934	-0.263668	-0.891804	1.647422	3.147541	-0.060568	-0.363438	-0.952069	0.208733	1.360620	-0.040887	-0.340351	-0.917788	-0.113381	2.426176
