# EOG Features (36 columns):
# 1.BlinkRateMax 2.BlinkRateMean...36.SaccadeVarMax
1.012277	0.969763	-0.851139	-0.146624	1.178118	0.401233	-1.185699	-0.427306	-1.515646	-1.363536	-1.467721	-0.904595	-0.319587	-1.559312	-2.205324	-1.494630	-1.932679	-1.604222	-1.762045	4.156372	-0.937777	-0.659995	1.922890	-0.883752	-1.059238	-1.010234	-1.756879	0.348747	-0.810123	-0.663389	1.922890	-0.883752	-1.059238	-1.010234	-1.756879	0.348747
0.148393	0.236540	-0.806389	-0.478764	0.472594	-0.126436	-1.020986	-0.589790	-1.141832	-0.792523	-1.001031	-1.142842	-0.319587	-1.650685	-2.354620	-1.401072	-2.181827	-1.693744	-1.865659	3.671345	-0.937777	-0.791036	0.901489	-0.837153	-1.059238	-1.088897	-1.847805	0.485823	-0.810123	-0.793193	0.901489	-0.837153	-1.059238	-1.088897	-1.847805	0.485823
0.047004	0.168935	-0.878729	-0.243993	0.905676	0.217625	-0.841495	0.429706	-1.291358	-1.020928	-1.187707	-0.528254	-0.319587	-0.793275	-1.966039	-1.076473	-1.470809	-1.292383	-1.536574	1.820965	-1.199963	-1.100500	0.783639	-0.855793	-1.059238	-0.441920	-1.705741	-0.073987	-0.917016	-0.040329	0.783639	-0.855793	-1.059238	-0.441920	-1.705741	-0.073987
0.438361	0.557172	-0.766616	0.171417	1.400579	0.706795	-0.599725	0.969250	-0.804579	-0.277356	-0.579984	-0.327890	-0.319587	-0.935648	-1.811762	-0.923064	-1.469711	-1.346091	-1.522810	2.119256	-1.125053	-0.538257	1.316160	-0.805375	-1.059238	-0.434761	-1.643849	0.285890	-0.810123	-0.385237	1.316160	-0.805375	-1.059238	-0.434761	-1.643849	0.285890
0.284498	0.392193	-0.830091	-0.033778	1.152003	0.463352	-0.744391	0.602695	-0.962594	-0.518729	-0.777259	-0.121504	-0.319587	-0.853223	-1.700752	-1.051152	-1.360288	-1.253327	-1.459424	1.306835	-1.047021	-0.725628	1.114039	-0.822792	-1.059238	-0.266085	-1.577700	0.018100	-0.869508	0.028900	1.114039	-0.822792	-1.059238	-0.266085	-1.577700	0.018100
0.420191	0.551371	-0.781507	0.072379	1.324907	0.608823	-0.687843	0.663015	-0.547129	0.115907	-0.258569	-0.043844	-0.319587	-0.738802	-1.666016	-0.899127	-1.283571	-1.212262	-1.429378	1.325575	-1.017228	-0.748170	1.248521	-0.832474	-1.059238	-0.167496	-1.563680	-0.028804	-0.810123	0.150837	1.248521	-0.832474	-1.059238	-0.167496	-1.563680	-0.028804
0.680582	0.681004	-0.523625	0.387000	1.140948	0.679334	-0.265772	0.744860	-0.126786	0.201513	0.039910	0.773715	-0.319587	0.438466	-0.688115	-0.718373	-0.434106	-0.105943	-0.391004	0.843261	-1.021811	-0.890498	1.560069	-0.500483	0.271998	1.406822	-0.535913	-0.203357	-0.522334	0.325120	1.560069	-0.500483	0.271998	1.406822	-0.535913	-0.203357
0.717986	0.739403	-0.526812	0.382372	1.192773	0.706315	-0.329432	0.684544	0.112455	0.641159	0.368766	0.666299	-0.319587	0.172628	-0.798990	-0.676178	-0.596838	-0.283069	-0.558426	0.744203	-1.017890	-0.949211	1.548500	-0.538014	0.094500	1.098442	-0.691270	-0.281501	-0.525075	0.297162	1.548500	-0.538014	0.094500	1.098442	-0.691270	-0.281501
0.602134	0.629802	-0.591141	0.052106	0.794261	0.320657	-0.463500	0.424086	-0.079086	0.405312	0.152708	0.581891	-0.319587	0.140887	-0.867143	-0.687876	-0.656436	-0.350012	-0.657776	0.368878	-1.079152	-1.070538	1.443979	-0.578689	-0.041234	0.970465	-0.801247	-0.398812	-0.590049	0.527755	1.443979	-0.578689	-0.041234	0.970465	-0.801247	-0.398812
0.514506	0.483069	-0.618661	-0.062472	0.654790	0.188749	-0.553142	0.231732	-0.136320	0.362680	0.099471	0.411908	-0.319587	-0.024941	-0.953254	-0.735369	-0.778095	-0.453174	-0.759130	0.593334	-1.018273	-0.894276	1.262476	-0.599831	-0.148392	0.716565	-0.881837	-0.251656	-0.613215	0.443362	1.262476	-0.599831	-0.148392	0.716565	-0.881837	-0.251656
0.403997	0.391518	-0.665579	-0.129123	0.617827	0.132469	-0.620133	0.142721	-0.267684	0.198279	-0.049786	0.297887	-0.319587	-0.150603	-1.050000	-0.787624	-0.850062	-0.547093	-0.840103	0.321190	-1.015809	-0.917412	1.108772	-0.626871	-0.235140	0.579629	-0.964229	-0.337945	-0.657419	0.430675	1.108772	-0.626871	-0.235140	0.579629	-0.964229	-0.337945
0.443269	0.474223	-0.649794	-0.044335	0.735420	0.242510	-0.596443	0.237082	-0.165417	0.384451	0.090073	0.190821	-0.319587	-0.266430	-1.169229	-0.750158	-0.953648	-0.633623	-0.928003	0.208670	-1.037522	-0.980429	1.125997	-0.622102	-0.306800	0.431708	-1.045557	-0.378195	-0.647460	0.487918	1.125997	-0.622102	-0.306800	0.431708	-1.045557	-0.378195
