# EOG Features (36 columns):
# 1.BlinkRateMax 2.BlinkRateMean...36.SaccadeVarMax
-0.538919	0.302950	-0.713624	5.833864	4.367708	-0.265173	0.150168	-0.816775	2.046661	2.705275	-0.406959	0.169282	-0.488756	5.429786	4.983789	-0.138016	-0.156272	-0.585678	1.554497	1.167333	-0.056920	0.017148	-0.742408	0.943752	0.448695	-0.116658	-0.140462	-0.597951	1.553026	1.069814	-0.183412	0.011414	-0.389986	-0.368869	-0.199924	-0.080357	0.680820	-0.877406	-0.813914	0.994515	0.132944	-0.258455	-0.794610	-0.694486	0.279794	-0.216731	-0.794539	-0.848285	-1.279174	-0.459133	-0.208187	-0.799932	-0.847446	-1.313886	-0.482454	-0.220911	-0.758971	-0.849774	-1.261373	-0.505481	-0.219375	-0.802813	-0.845724	-1.260985	-0.505017	-0.204755	-0.803209	-0.844969	-1.355743	-0.484050	-0.224628	-0.747027	-0.847704	-1.225925	-0.460261	-0.216180	-0.781877	-0.845058	-1.258023	-0.465437	-0.201961	-0.819053	-0.844062	-1.353281	-0.478475	0.745504	0.865399	0.696132	0.683036	1.257208	0.914660	0.422244	0.469392	1.005788	0.921312	1.008516	0.574686	0.000000	0.213265	0.394854	0.204312	0.657808	-0.025500	0.041439	2.030481	-1.637640	1.129213	0.629731	-0.716980	0.183805	0.230189	0.015718	0.832644	1.079467	-0.856564	0.629731	-0.716980	0.183805	0.230189	0.015718	0.832644
-0.615139	0.523693	-0.724329	6.225874	2.622645	0.719652	0.284451	-0.817867	2.032915	2.023800	-0.137267	-0.141280	-0.460899	5.784301	3.899762	-0.198066	-0.274875	-0.851013	1.725655	1.774009	-0.117535	-0.370273	-0.783926	0.811375	0.526123	-0.192869	-0.243854	-0.875162	1.709929	1.567491	-0.263982	-0.394314	-0.030541	-0.236779	-0.300400	0.002515	1.819499	-0.885533	-1.225753	0.393062	-0.174408	-0.330104	-0.766869	-0.900103	0.141215	-0.203882	-0.910580	-0.787207	-0.797986	-0.182135	-0.191884	-0.940848	-0.782038	-0.810653	-0.163859	-0.209671	-0.878070	-0.783569	-0.857070	-0.196751	-0.203157	-0.898852	-0.790887	-0.845832	-0.194073	-0.190020	-0.943559	-0.784689	-0.868340	-0.060084	-0.214178	-0.876298	-0.789490	-0.819009	-0.176919	-0.200806	-0.892314	-0.788617	-0.846849	-0.206830	-0.186143	-0.933081	-0.784078	-0.845855	-0.092620	0.762970	0.917937	0.955234	0.784467	1.230345	0.926579	0.672346	0.499460	1.379725	1.901106	1.613356	0.670764	0.000000	0.510391	0.594222	0.509621	0.679627	0.176805	0.092435	-0.187908	-0.644237	0.052131	0.548812	-0.606375	-0.319798	0.375727	0.047668	-0.323261	1.336636	0.464981	0.548812	-0.606375	-0.319798	0.375727	0.047668	-0.323261
-0.111352	0.314453	-0.729640	7.370329	2.778433	1.475556	-0.687881	-0.709190	1.903887	2.122684	0.065691	0.298204	-0.640491	5.423802	4.001490	-0.088899	-0.416638	-0.626964	2.714230	1.771137	0.205358	-0.526611	-0.758693	0.708125	0.332755	-0.066626	-0.351782	-0.629106	2.673524	1.530087	-0.329292	0.141208	-0.505070	-0.282201	-0.079071	-0.251089	-0.721499	-0.922528	-1.025147	-0.261560	-0.335680	-0.375475	-0.742282	-0.786848	0.205515	-0.323320	-0.994424	-0.807236	-0.977307	-0.726380	-0.305892	-1.002820	-0.808676	-1.006487	-0.727670	-0.309712	-0.938403	-0.807125	-1.052800	-0.747643	-0.311867	-0.973435	-0.804460	-1.042132	-0.747837	-0.301682	-1.015120	-0.807757	-1.070861	-0.729324	-0.312063	-0.941846	-0.808265	-0.988056	-0.771592	-0.304840	-0.959203	-0.813655	-0.999093	-0.747882	-0.300598	-1.032540	-0.808742	-1.006482	-0.718494	0.918009	0.936003	0.723476	0.840814	0.898246	0.900825	0.455762	0.534513	0.697091	0.859300	0.747699	0.813964	0.000000	0.374353	0.536124	0.350943	0.525535	0.075830	0.016918	0.356805	2.998241	1.223781	0.815706	0.215806	-0.332233	0.340406	0.032537	0.091047	1.079467	0.035479	0.815706	0.215806	-0.332233	0.340406	0.032537	0.091047
-0.306730	-0.312996	-0.747171	1.597237	0.631135	-0.272078	-0.146027	-0.754929	1.027982	1.412661	-0.210002	-0.375819	-0.517619	2.790997	2.398197	-0.292427	-0.441191	-0.765565	0.886163	1.645941	0.251411	-0.854000	-0.803572	0.134187	0.019949	-0.310799	-0.373501	-0.785290	0.900969	1.473895	0.118934	0.025628	-0.608714	-0.247906	-0.282303	-0.271332	-1.037642	-0.975189	-1.437979	0.067717	-0.348611	-1.030709	-0.808215	-1.143171	-0.055766	-0.357532	-0.887297	-0.817533	-1.484001	-0.835654	-0.348169	-0.876550	-0.818598	-1.507011	-0.808206	-0.348884	-0.847371	-0.814133	-1.493631	-0.815407	-0.348751	-0.860042	-0.821439	-1.502491	-0.779462	-0.343281	-0.914379	-0.817546	-1.513678	-0.802286	-0.347186	-0.822862	-0.818457	-1.447177	-0.800327	-0.339708	-0.855467	-0.818403	-1.471935	-0.788308	-0.340333	-0.896115	-0.818209	-1.496967	-0.785415	1.005779	0.916803	0.814076	0.960910	0.398477	0.887806	0.629411	0.625240	0.638670	0.853985	0.706017	0.911513	0.000000	0.462343	0.674517	-0.123872	0.545928	0.189428	0.090565	-0.247526	1.815618	0.903995	0.861635	2.011740	-0.423614	0.450249	0.140449	-0.316539	1.189682	0.417783	0.861635	2.011740	-0.423614	0.450249	0.140449	-0.316539
0.975416	-1.254554	-0.711373	3.761795	2.151138	-0.299844	-0.633997	-0.753415	2.288650	1.554129	-0.009243	-0.759520	-0.470642	5.393656	3.689485	-0.292857	-0.441326	-0.650488	1.352117	1.407781	0.230125	-0.737688	-0.777649	0.280418	0.159502	-0.308928	-0.374080	-0.660167	1.378048	1.230460	0.772503	-0.507151	-0.380594	-0.319717	-0.373330	-0.013866	-0.423618	-0.922141	0.097024	0.153230	-0.053822	-0.590115	-0.803603	-0.614007	-0.643092	-0.229406	-0.741463	-0.808639	-1.310445	-0.617876	-0.217808	-0.758876	-0.809399	-1.302097	-0.653105	-0.235387	-0.737988	-0.816650	-1.287311	-0.630740	-0.226973	-0.721418	-0.810648	-1.304479	-0.665981	-0.215648	-0.754772	-0.817036	-1.369214	-0.618404	-0.235306	-0.720433	-0.811672	-1.266126	-0.631628	-0.231283	-0.735548	-0.811724	-1.291444	-0.615751	-0.213851	-0.776511	-0.810929	-1.312134	-0.622440	1.068338	1.020335	1.010689	1.001506	0.683948	0.989158	0.816010	0.747434	0.720252	0.695312	0.695667	0.975610	0.000000	0.714788	0.730653	-0.241787	0.799448	0.340720	0.307268	-0.100051	1.452947	0.849337	0.901703	1.425142	0.112794	0.657427	0.276795	-0.345291	1.250913	0.134595	0.901703	1.425142	0.112794	0.657427	0.276795	-0.345291
0.234136	0.363698	-0.740610	2.886090	1.460968	0.326829	-0.633825	-0.846070	0.573548	1.665035	-0.123902	0.134405	-0.667595	3.847457	3.285628	-0.239644	-0.325424	-0.836464	0.493377	1.015423	-0.222418	-0.639585	-0.767238	-0.049138	0.241753	-0.243252	-0.280876	-0.851017	0.465463	0.920713	0.112092	0.861566	-0.149637	-0.351845	-0.215030	-0.230045	-0.178848	-0.927923	-1.099585	0.235725	-0.155163	-0.700517	-0.801827	-1.155578	-0.479731	-0.253190	-0.926587	-0.818916	-1.558894	-0.846327	-0.238474	-0.959576	-0.812547	-1.608785	-0.806265	-0.254737	-0.918732	-0.816527	-1.545009	-0.814548	-0.250019	-0.936170	-0.811917	-1.555228	-0.823485	-0.235931	-0.992776	-0.815270	-1.593554	-0.782184	-0.254178	-0.914298	-0.813914	-1.533100	-0.803859	-0.250900	-0.922663	-0.811858	-1.512358	-0.808340	-0.235833	-0.970913	-0.812040	-1.621455	-0.839018	1.073844	1.070994	0.913381	1.053792	0.721790	1.008996	0.728155	0.799809	0.824967	1.053229	0.911518	0.969055	0.000000	0.747542	0.795835	0.114366	0.782630	0.341239	0.311014	-0.066107	1.342569	0.722439	0.893978	1.960322	-0.069897	0.626008	0.309285	-0.412208	1.079467	0.134595	0.893978	1.960322	-0.069897	0.626008	0.309285	-0.412208
-0.089924	-0.082735	-0.727744	4.259178	2.156230	0.165268	-0.269399	-0.794749	1.565615	1.858181	-0.112575	-0.132066	-0.534385	4.545390	3.456778	-0.199509	-0.324755	-0.740855	1.436624	1.450086	0.219084	-0.506235	-0.763017	0.390421	0.248456	-0.195912	-0.279634	-0.754732	1.427663	1.289912	0.008904	0.041148	-0.393716	-0.349564	-0.251572	-0.117493	-0.037052	-0.904101	-0.943205	0.236478	-0.151385	-0.615675	-0.784099	-0.884462	-0.150802	-0.253928	-0.883293	-0.814658	-1.239772	-0.650769	-0.241905	-0.897890	-0.812211	-1.254180	-0.632451	-0.254983	-0.851693	-0.813512	-1.246087	-0.649243	-0.251035	-0.871384	-0.814530	-1.251010	-0.653663	-0.238685	-0.909316	-0.814200	-1.287119	-0.617804	-0.256566	-0.842244	-0.814941	-1.215594	-0.639064	-0.248977	-0.866781	-0.813761	-1.226660	-0.640323	-0.236836	-0.911345	-0.813099	-1.270920	-0.625742	0.929024	0.882527	0.886418	0.921016	0.634312	0.875947	0.728842	0.691937	0.631238	0.806828	0.709283	0.888531	0.000000	0.779990	0.857542	0.450154	0.797040	0.352774	0.322317	-0.630572	1.266154	0.339485	0.747120	1.589028	-0.174582	0.607134	0.294545	-0.735092	1.020120	0.248959	0.747120	1.589028	-0.174582	0.607134	0.294545	-0.735092
-0.024981	-0.026401	-0.732172	3.870058	1.733990	0.140436	-0.312779	-0.802540	1.584487	1.703518	-0.163606	-0.178965	-0.538266	4.265937	3.113483	-0.226395	-0.344506	-0.767291	1.365973	1.443371	0.161945	-0.554893	-0.750624	0.310701	0.200523	-0.228226	-0.297262	-0.781566	1.359642	1.279798	0.055642	-0.043686	-0.325785	-0.367954	-0.241158	-0.133661	-0.197567	-0.931067	-1.008356	0.097807	-0.181087	-0.705267	-0.785327	-0.927592	-0.197243	-0.258827	-0.878731	-0.810568	-1.263178	-0.681765	-0.245286	-0.898210	-0.808411	-1.272119	-0.657144	-0.258670	-0.849066	-0.809520	-1.268623	-0.675589	-0.254325	-0.863614	-0.811245	-1.277612	-0.677531	-0.242460	-0.908625	-0.810281	-1.304606	-0.645117	-0.259185	-0.842206	-0.810649	-1.240536	-0.669241	-0.252123	-0.864851	-0.810314	-1.248904	-0.675432	-0.240400	-0.907344	-0.809477	-1.288739	-0.651437	0.799367	0.713949	0.723572	0.824406	0.424592	0.749112	0.631219	0.603199	0.472198	0.641017	0.547311	0.758587	0.000000	0.627158	0.738700	0.240413	0.650864	0.250043	0.216697	-0.517372	1.011435	0.193596	0.604428	1.928149	-0.263017	0.450303	0.207952	-0.492883	0.873732	0.365865	0.604428	1.928149	-0.263017	0.450303	0.207952	-0.492883
0.219858	-0.044205	-0.737279	3.538540	1.596926	0.024746	-0.290212	-0.802877	1.533411	1.580330	-0.000118	-0.101432	-0.563987	3.964522	2.975512	-0.232124	-0.340828	-0.765797	1.323436	1.304236	0.251474	-0.488850	-0.752438	0.244136	0.138167	-0.235689	-0.294190	-0.778791	1.318937	1.162138	0.069943	-0.034116	-0.263595	-0.416211	-0.228566	-0.120828	-0.505464	-0.931495	-0.957015	0.009236	-0.141486	-0.749033	-0.791579	-0.943221	-0.329639	-0.259158	-0.859092	-0.817470	-1.351008	-0.771808	-0.245399	-0.873660	-0.816942	-1.359942	-0.746445	-0.259011	-0.827633	-0.817255	-1.341870	-0.754634	-0.254889	-0.843605	-0.818351	-1.353365	-0.762300	-0.242704	-0.886281	-0.818166	-1.390812	-0.743553	-0.259136	-0.816536	-0.817882	-1.317229	-0.749043	-0.252594	-0.843338	-0.817232	-1.323653	-0.756380	-0.240842	-0.885033	-0.817475	-1.372964	-0.746082	0.627634	0.552922	0.566078	0.653837	0.261642	0.570573	0.453971	0.427147	0.346366	0.479201	0.410084	0.555251	0.000000	0.455982	0.554895	0.411885	0.485727	0.131401	0.098318	-0.647866	0.816650	-0.034424	0.432534	1.651499	-0.321941	0.291188	0.100249	-0.612991	0.897936	0.426112	0.432534	1.651499	-0.321941	0.291188	0.100249	-0.612991
0.282287	-0.163002	-0.733806	3.320973	1.443707	-0.184590	-0.316017	-0.802462	1.500021	1.391268	0.014892	-0.273220	-0.555855	3.985461	2.809323	-0.253010	-0.336361	-0.792003	1.119616	1.215368	0.173621	-0.539707	-0.744714	0.229994	0.104518	-0.260469	-0.290453	-0.806890	1.119476	1.092049	0.068518	-0.030313	-0.124164	-0.426784	-0.234635	-0.080813	-0.477231	-0.921882	-0.975567	-0.069160	-0.107972	-0.786285	-0.796073	-0.949139	-0.350156	-0.248582	-0.814063	-0.820483	-1.396873	-0.780023	-0.235093	-0.829198	-0.820261	-1.407197	-0.752767	-0.250224	-0.788220	-0.820565	-1.376704	-0.759984	-0.245394	-0.801229	-0.822211	-1.389406	-0.773111	-0.233156	-0.838032	-0.821693	-1.429972	-0.744161	-0.250537	-0.774363	-0.820809	-1.357268	-0.752931	-0.243738	-0.804000	-0.819705	-1.363304	-0.759366	-0.230857	-0.836200	-0.820633	-1.418896	-0.756959	0.515924	0.429285	0.489446	0.521978	0.125809	0.430593	0.315999	0.287025	0.420385	0.407589	0.373286	0.430107	0.000000	0.342868	0.414965	0.566501	0.377231	0.044407	0.008373	-0.830652	0.662872	-0.233901	0.299682	1.414176	-0.160198	0.172205	0.015573	-0.753926	1.160678	0.682340	0.299682	1.414176	-0.160198	0.172205	0.015573	-0.753926
